#RA DEC XI ETA F475W F814W V VERR
11.467 41.791 0.586 0.525 24.666 21.587 -25.058 2.77 
11.469 41.761 0.588 0.494 24.669 21.328 -27.355 2.329 
11.474 41.772 0.591 0.505 25.025 21.231 -219.054 2.456 
11.478 41.708 0.595 0.441 24.321 21.323 -286.996 2.151 
11.481 41.724 0.597 0.457 24.239 20.942 -65.445 1.77 
11.482 41.743 0.598 0.477 24.182 21.351 -106.412 2.098 
11.482 41.703 0.598 0.437 23.923 21.253 -104.621 2.089 
11.487 41.703 0.601 0.436 24.307 21.697 -104.084 2.938 
11.491 41.813 0.604 0.547 25.514 21.37 -221.752 4.878 
11.496 41.74 0.608 0.473 25.106 21.483 -81.965 2.515 
11.497 41.821 0.608 0.555 24.844 21.552 -34.261 2.317 
11.498 41.716 0.61 0.449 24.266 21.221 -127.843 2.459 
11.5 41.736 0.611 0.47 24.149 21.097 -12.596 2.076 
11.501 41.734 0.612 0.467 23.981 21.492 -411.639 3.123 
11.502 41.714 0.612 0.447 24.044 20.906 -134.008 2.035 
11.502 41.818 0.612 0.552 24.522 21.228 -137.028 1.804 
11.503 41.784 0.613 0.518 24.313 21.038 -117.919 1.664 
11.503 41.744 0.613 0.478 24.534 21.611 -98.741 2.918 
11.504 41.731 0.614 0.465 23.492 20.98 -43.099 2.535 
11.507 41.751 0.616 0.485 24.309 21.22 -126.757 1.902 
11.51 41.732 0.618 0.465 24.935 21.081 -150.922 1.949 
11.511 41.774 0.619 0.508 24.421 21.457 -243.364 2.179 
11.514 41.72 0.622 0.454 24.405 21.805 -49.856 2.979 
11.52 41.802 0.625 0.536 24.16 21.404 -100.504 2.845 
11.523 41.736 0.628 0.47 24.332 20.934 -74.472 1.717 
11.527 41.77 0.631 0.503 23.534 21.023 -162.413 3.653 
11.532 41.813 0.635 0.546 24.854 21.254 -165.471 2.751 
11.538 41.776 0.639 0.51 25.008 21.415 -137.249 4.616 
11.538 41.777 0.639 0.511 25.151 22.059 -160.174 5.007 
11.549 41.797 0.647 0.531 25.313 21.201 -104.304 3.357 
11.56 41.794 0.656 0.529 24.685 21.897 -114.363 4.074 
11.565 41.808 0.659 0.542 24.658 21.116 -313.941 2.298 
11.568 41.818 0.661 0.552 24.176 21.248 -46.146 2.574 
11.456 41.811 0.577 0.545 24.725 22.056 -79.395 1.982 
11.365 41.619 0.51 0.351 24.658 21.109 -139.56 1.685 
11.368 41.59 0.513 0.323 25.226 21.236 -554.069 2.325 
11.379 41.593 0.521 0.325 24.55 21.381 -157.382 2.807 
11.381 41.644 0.522 0.377 25.318 21.557 -31.173 2.395 
11.388 41.615 0.528 0.348 24.451 21.183 -50.423 2.955 
11.392 41.581 0.531 0.314 24.787 21.034 -90.211 1.705 
11.396 41.588 0.534 0.321 25.026 21.228 -133.702 2.439 
11.396 41.665 0.534 0.398 24.988 21.094 -185.014 1.676 
11.4 41.681 0.536 0.414 26.158 21.769 -90.246 7.757 
11.402 41.584 0.538 0.316 24.589 21.322 -134.059 1.903 
11.404 41.611 0.539 0.344 24.659 21.068 -101.17 1.676 
11.404 41.612 0.539 0.345 25.236 22.17 -146.558 4.468 
11.406 41.678 0.54 0.411 24.635 21.232 -141.764 1.88 
11.414 41.578 0.547 0.311 25.132 21.573 -78.037 3.12 
11.419 41.656 0.551 0.389 25.35 21.153 -23.257 1.619 
11.419 41.629 0.551 0.362 24.686 21.462 -94.208 2.334 
11.434 41.646 0.562 0.379 25.631 21.242 -135.728 2.512 
11.436 41.643 0.563 0.376 24.444 20.966 -98.113 1.643 
11.438 41.74 0.565 0.473 25.356 21.16 -190.286 3.952 
11.444 41.643 0.569 0.376 24.118 20.898 -137.906 2.425 
11.448 41.64 0.573 0.373 24.943 22.023 -53.92 4.515 
11.459 41.776 0.58 0.509 24.653 21.051 -71.097 3.365 
11.462 41.768 0.582 0.501 24.676 21.525 -27.73 2.594 
11.464 41.78 0.584 0.513 25.57 21.466 -204.311 5.788 
11.465 41.78 0.584 0.514 24.895 22.648 -128.062 7.834 
11.47 41.647 0.589 0.381 24.21 21.22 -219.133 3.875 
11.47 41.802 0.588 0.536 24.325 21.389 -199.37 2.4 
11.477 41.691 0.594 0.424 24.454 21.33 -90.796 2.613 
11.479 41.8 0.595 0.534 23.827 21.071 -106.09 1.72 
11.479 41.801 0.595 0.535 25.084 21.727 -195.455 3.044 
11.479 41.801 0.595 0.534 24.842 21.678 -23.693 3.975 
11.481 41.736 0.597 0.469 25.85 21.632 -150.821 1.939 
11.482 41.718 0.598 0.451 24.509 21.449 -35.568 3.877 
11.486 41.689 0.601 0.422 24.038 22.04 -426.151 5.585 
11.492 41.688 0.605 0.421 23.509 20.708 -383.995 1.504 
11.492 41.688 0.605 0.422 24.973 22.462 -175.423 7.649 
11.5 41.755 0.611 0.489 24.757 20.985 -57.138 1.631 
11.503 41.763 0.613 0.497 24.087 21.182 -206.059 1.894 
11.505 41.797 0.614 0.531 24.648 22.025 -192.573 4.252 
11.508 41.757 0.617 0.491 25.208 21.287 -196.213 1.984 
11.517 41.745 0.624 0.479 23.927 21.052 -156.563 1.805 
11.518 41.746 0.624 0.479 24.911 22.207 -62.748 5.034 
11.529 41.764 0.632 0.498 23.834 21.0 -62.202 1.584 
11.538 41.824 0.639 0.558 25.045 21.283 -190.59 2.809 
11.54 41.811 0.64 0.545 24.549 21.631 -118.455 2.733 
11.55 41.79 0.648 0.524 24.418 21.447 -43.836 3.959 
11.554 41.784 0.652 0.517 24.601 21.98 -87.082 4.134 
11.558 41.822 0.654 0.556 24.251 20.985 -3.635 2.044 
11.56 41.815 0.655 0.549 26.715 21.794 -145.735 3.176 
11.169 41.877 0.362 0.608 23.401 20.995 -122.125 1.508 
11.185 41.873 0.374 0.605 22.955 20.785 -120.729 1.082 
11.223 41.852 0.403 0.584 23.492 21.293 -386.821 4.925 
11.232 41.897 0.409 0.629 23.463 21.187 -399.509 2.676 
11.258 41.931 0.429 0.664 23.06 20.711 -195.546 1.762 
11.273 41.922 0.44 0.654 22.91 20.679 -71.532 1.738 
11.277 41.885 0.444 0.617 23.146 20.657 -58.392 1.064 
11.287 41.956 0.45 0.689 23.606 21.458 -87.832 5.152 
11.31 41.986 0.468 0.719 22.963 20.787 -64.317 2.185 
11.343 42.024 0.493 0.757 23.107 20.616 -52.038 1.062 
11.352 42.028 0.499 0.761 23.67 21.69 -62.345 3.051 
11.353 41.999 0.5 0.732 23.358 21.067 -448.725 2.159 
11.352 41.999 0.499 0.732 23.986 21.008 -4.029 3.02 
11.353 42.037 0.5 0.77 23.68 21.797 -67.417 2.934 
11.36 42.038 0.505 0.771 23.351 21.372 -195.771 2.97 
11.36 42.039 0.505 0.771 25.972 21.636 -119.504 9.445 
11.373 42.02 0.515 0.752 23.27 20.902 -62.754 1.308 
11.375 41.996 0.516 0.729 23.528 21.63 -108.49 5.375 
11.377 42.026 0.518 0.759 23.667 21.587 -37.465 2.542 
11.166 41.839 0.36 0.571 25.615 21.589 -173.067 2.539 
11.176 41.849 0.368 0.581 23.421 20.928 -97.58 1.585 
11.19 41.911 0.378 0.643 26.259 21.578 -88.728 4.639 
11.191 41.819 0.379 0.551 25.742 21.306 -279.766 5.532 
11.194 41.826 0.382 0.558 24.678 21.217 -49.837 2.03 
11.195 41.827 0.382 0.559 23.932 20.927 -86.683 1.622 
11.201 41.87 0.387 0.602 23.719 21.446 -167.973 4.427 
11.207 41.852 0.391 0.584 23.692 20.888 -139.386 1.57 
11.207 41.852 0.391 0.584 23.896 22.114 -74.467 5.993 
11.218 41.899 0.399 0.631 23.795 21.414 -126.18 2.62 
11.222 41.905 0.402 0.637 23.598 20.967 -292.613 1.881 
11.222 41.899 0.402 0.631 23.93 21.288 -47.231 1.994 
11.223 41.916 0.403 0.648 23.629 21.243 -328.294 2.303 
11.229 41.832 0.407 0.564 27.407 21.869 -59.333 3.611 
11.233 41.924 0.411 0.656 24.271 21.737 -180.866 3.862 
11.238 41.831 0.414 0.563 23.282 20.607 -19.25 1.063 
11.24 41.865 0.416 0.597 23.869 21.483 -369.998 3.391 
11.245 41.935 0.419 0.667 23.492 20.949 -171.907 2.933 
11.245 41.889 0.419 0.621 23.567 21.156 -79.448 1.53 
11.249 41.889 0.422 0.622 25.155 21.558 -57.593 2.413 
11.256 41.906 0.428 0.638 23.696 21.104 -105.386 1.713 
11.257 41.877 0.428 0.61 23.796 20.956 -287.95 1.876 
11.257 41.918 0.428 0.65 23.855 20.927 -66.909 1.305 
11.26 41.918 0.431 0.65 23.654 21.176 -226.179 1.533 
11.261 41.87 0.432 0.602 24.23 20.944 -158.47 1.782 
11.266 41.922 0.435 0.654 23.966 20.915 -40.637 1.508 
11.268 41.908 0.437 0.641 24.163 21.87 -111.637 2.63 
11.271 41.898 0.439 0.63 23.888 21.148 -249.521 2.474 
11.272 41.902 0.439 0.634 24.903 21.041 -97.289 1.753 
11.272 41.909 0.44 0.641 23.788 20.97 -75.271 1.519 
11.272 41.896 0.44 0.628 23.236 20.725 -73.632 1.12 
11.275 41.918 0.442 0.65 24.145 21.356 -152.356 2.943 
11.277 42.0 0.443 0.732 23.714 21.41 -166.319 3.816 
11.28 41.921 0.445 0.654 23.798 21.325 -3.966 2.579 
11.282 41.921 0.447 0.654 23.841 20.824 -151.442 1.757 
11.292 41.947 0.454 0.679 23.493 20.785 -208.417 5.883 
11.293 41.905 0.455 0.637 24.945 21.219 -541.947 2.182 
11.295 41.948 0.457 0.68 24.464 20.908 -86.439 3.631 
11.302 41.993 0.462 0.726 24.625 21.236 -112.975 4.589 
11.306 42.04 0.465 0.772 23.652 21.243 -131.507 2.373 
11.308 41.932 0.467 0.664 24.22 20.875 -98.807 3.589 
11.309 41.994 0.467 0.726 23.794 21.004 -119.138 3.902 
11.311 41.945 0.468 0.678 23.709 20.796 -93.065 4.295 
11.314 41.967 0.471 0.7 24.464 20.9 -185.621 3.008 
11.319 41.934 0.475 0.667 23.676 21.085 -89.672 2.303 
11.32 41.948 0.475 0.68 23.697 21.131 -77.713 2.634 
11.328 42.033 0.481 0.765 23.979 21.555 -175.695 3.261 
11.33 41.931 0.483 0.664 24.466 21.257 -105.11 4.372 
11.332 41.962 0.484 0.694 24.852 21.121 98.82 4.61 
11.336 41.993 0.487 0.725 23.512 20.779 -453.667 4.014 
11.34 41.999 0.49 0.732 23.605 20.669 -117.771 1.091 
11.341 42.003 0.491 0.735 25.682 21.466 -146.271 3.073 
11.342 41.965 0.491 0.698 24.025 21.563 -69.731 15.588 
11.344 41.953 0.493 0.686 23.806 20.935 -60.371 3.403 
11.347 42.017 0.495 0.75 25.699 21.704 -85.205 2.715 
11.347 42.015 0.496 0.747 24.288 21.857 -114.244 3.49 
11.352 42.009 0.499 0.742 23.837 21.219 -65.854 1.875 
11.371 42.031 0.513 0.764 24.085 21.792 -37.018 3.801 
11.374 42.01 0.516 0.743 23.723 21.223 -48.068 1.546 
11.377 42.046 0.518 0.778 23.489 21.03 -190.046 1.878 
11.382 41.998 0.521 0.731 23.931 21.573 -100.518 2.99 
11.388 42.043 0.526 0.776 23.436 21.314 -94.729 2.384 
11.4 42.02 0.535 0.753 23.625 21.091 -69.109 2.0 
11.404 42.038 0.538 0.771 24.311 21.196 -201.122 1.653 
11.404 42.021 0.538 0.754 23.999 21.494 3.657 2.921 
11.425 42.03 0.554 0.763 23.865 20.692 -482.224 3.769 
11.257 41.936 0.428 0.668 24.422 21.576 -196.903 5.809 
11.406 42.035 0.54 0.768 23.498 21.681 -47.57 3.697 
11.202 41.902 0.388 0.634 25.202 21.017 -235.276 1.403 
11.168 41.851 0.362 0.583 24.918 21.073 -76.067 1.433 
11.169 41.836 0.363 0.568 25.036 21.45 -66.494 3.61 
11.17 41.836 0.363 0.568 24.454 21.103 -122.55 3.016 
11.186 41.823 0.375 0.555 24.534 21.855 -65.44 6.006 
11.189 41.85 0.378 0.582 26.236 21.624 -48.99 9.788 
11.193 41.856 0.38 0.588 25.166 21.102 -182.186 1.608 
11.204 41.918 0.388 0.65 24.58 21.507 -147.995 2.755 
11.204 41.872 0.389 0.604 26.097 21.665 -148.744 2.195 
11.211 41.872 0.394 0.604 23.819 21.341 -77.193 1.814 
11.212 41.872 0.395 0.604 27.612 22.076 -86.038 3.744 
11.216 41.845 0.398 0.577 24.674 21.676 -126.217 4.915 
11.219 41.912 0.4 0.643 24.676 21.687 -177.836 3.985 
11.22 41.844 0.4 0.576 24.27 20.929 -0.791 2.691 
11.223 41.907 0.403 0.639 26.119 21.906 -59.684 2.575 
11.225 41.916 0.405 0.648 24.532 20.886 -276.83 1.244 
11.226 41.856 0.405 0.588 24.148 21.343 -33.772 1.998 
11.232 41.824 0.41 0.556 24.032 20.944 -75.954 2.793 
11.231 41.824 0.409 0.556 25.53 21.583 -84.102 4.215 
11.242 41.921 0.417 0.653 24.514 22.101 -121.449 4.578 
11.259 41.91 0.43 0.642 24.342 21.653 -154.865 2.571 
11.261 41.938 0.431 0.671 24.557 20.904 -137.771 1.33 
11.263 41.942 0.433 0.674 24.402 21.043 -99.154 1.544 
11.265 41.934 0.434 0.666 24.478 21.177 -127.676 1.834 
11.266 41.89 0.435 0.622 24.207 21.263 -63.79 1.811 
11.268 41.882 0.437 0.614 26.466 21.774 -78.105 1.492 
11.269 41.968 0.437 0.7 24.788 21.223 -147.927 2.933 
11.27 41.95 0.438 0.682 24.9 21.558 -213.925 5.341 
11.275 41.93 0.441 0.663 24.193 20.906 -103.944 1.532 
11.282 41.962 0.447 0.695 25.899 21.809 -132.344 4.313 
11.285 41.967 0.449 0.699 24.779 21.723 -84.326 5.717 
11.297 42.03 0.458 0.763 25.307 21.73 -106.763 3.193 
11.299 42.01 0.459 0.742 25.411 21.706 -231.356 3.445 
11.304 42.018 0.463 0.751 26.058 21.623 -154.405 5.331 
11.306 41.981 0.465 0.714 24.649 21.477 -22.702 4.632 
11.306 42.005 0.465 0.737 24.153 21.428 -112.863 5.909 
11.308 41.917 0.467 0.65 25.897 21.627 -68.255 2.512 
11.308 41.91 0.467 0.643 24.169 21.206 -113.449 2.584 
11.309 42.023 0.467 0.755 24.377 20.975 -193.019 2.115 
11.31 42.039 0.468 0.771 24.698 21.894 -153.914 2.879 
11.313 42.023 0.47 0.756 25.052 21.084 -80.225 1.607 
11.318 41.97 0.474 0.702 25.154 21.489 -13.419 4.579 
11.322 42.022 0.476 0.755 24.888 21.886 -73.898 4.658 
11.327 41.968 0.48 0.7 23.795 21.592 -33.888 5.408 
11.346 41.972 0.495 0.704 24.792 21.229 -149.908 4.031 
11.349 42.007 0.497 0.74 24.442 22.042 -83.677 3.44 
11.352 42.029 0.499 0.762 24.738 21.834 -222.294 3.625 
11.353 42.031 0.5 0.764 26.537 21.67 -51.336 3.155 
11.353 42.032 0.5 0.764 23.523 20.646 -205.031 8.871 
11.375 41.992 0.516 0.725 24.424 20.897 -88.298 1.556 
11.398 42.03 0.534 0.763 24.346 20.945 -70.035 2.918 
11.406 42.038 0.539 0.771 24.356 21.142 -82.11 1.637 
11.411 42.023 0.543 0.756 25.082 21.519 -40.389 2.614 
11.406 42.029 0.54 0.762 23.406 21.275 -53.862 2.19 
11.406 42.029 0.54 0.762 25.183 22.077 -131.933 5.56 
11.159 41.85 0.355 0.582 25.542 22.053 -121.761 4.025 
11.169 41.847 0.363 0.578 24.651 21.572 -145.527 2.675 
11.181 41.877 0.372 0.609 25.731 21.599 -157.611 10.946 
11.182 41.856 0.372 0.588 25.676 21.886 -75.15 4.702 
11.197 41.85 0.383 0.582 24.835 22.088 -213.334 4.599 
11.198 41.91 0.385 0.642 24.604 21.905 -153.664 5.039 
11.198 41.91 0.384 0.642 24.883 23.109 -136.777 5.214 
11.202 41.827 0.387 0.559 24.521 20.855 -143.435 1.165 
11.217 41.866 0.399 0.598 24.811 21.19 -209.32 1.983 
11.217 41.83 0.399 0.562 24.678 21.621 -82.71 2.457 
11.224 41.875 0.404 0.607 24.525 21.064 -10.518 1.68 
11.229 41.857 0.408 0.589 24.668 21.494 -135.448 1.911 
11.237 41.912 0.414 0.644 24.479 21.073 -109.034 1.607 
11.239 41.867 0.415 0.599 25.625 21.314 -61.66 4.929 
11.24 41.87 0.416 0.602 24.707 21.646 -88.14 2.628 
11.241 41.871 0.416 0.603 23.952 21.483 -92.893 4.593 
11.246 41.928 0.42 0.66 24.632 21.552 -119.23 2.785 
11.246 41.931 0.42 0.663 26.069 22.009 -115.065 5.111 
11.246 41.865 0.42 0.597 24.398 20.901 -141.303 2.54 
11.251 41.864 0.424 0.596 24.837 21.383 -59.764 2.441 
11.262 41.939 0.432 0.671 24.363 21.27 -40.15 2.055 
11.281 41.996 0.446 0.728 25.009 20.919 -150.059 16.847 
11.281 41.935 0.446 0.667 25.281 21.255 -131.049 1.723 
11.282 41.936 0.447 0.668 24.494 21.436 -17.666 1.763 
11.286 41.976 0.45 0.708 25.873 21.574 -211.929 15.858 
11.29 41.885 0.453 0.617 23.949 21.142 -19.326 2.345 
11.297 42.027 0.458 0.759 24.25 21.008 -569.726 1.628 
11.308 41.962 0.467 0.694 24.062 20.881 2.845 4.259 
11.312 41.995 0.469 0.727 24.845 21.518 -55.736 8.508 
11.312 41.996 0.47 0.728 26.204 21.648 -116.51 6.11 
11.314 41.917 0.471 0.649 24.528 21.362 -27.208 1.914 
11.32 41.996 0.475 0.728 24.321 20.915 -45.066 3.999 
11.333 41.948 0.485 0.68 23.846 21.033 -562.151 6.671 
11.338 42.044 0.488 0.776 24.736 21.831 -118.507 3.663 
11.338 41.943 0.489 0.676 25.684 21.423 -178.995 3.574 
11.358 42.043 0.503 0.776 24.346 21.584 -58.443 2.49 
11.364 41.964 0.508 0.696 24.926 21.451 -109.308 4.64 
11.364 41.966 0.509 0.699 24.844 21.194 -271.49 3.729 
11.378 42.033 0.519 0.766 25.047 21.211 -221.804 1.778 
11.399 42.028 0.535 0.761 24.873 21.44 -142.407 2.059 
11.414 42.023 0.546 0.756 26.748 21.712 -102.788 2.644 
11.224 41.867 0.404 0.599 23.904 21.012 -40.774 3.447 
11.183 41.308 0.374 0.04 24.994 21.097 -252.121 2.116 
11.152 41.308 0.352 0.04 23.878 21.257 -418.569 2.445 
11.131 41.309 0.336 0.041 24.328 20.771 -120.728 1.646 
11.113 41.311 0.322 0.042 25.044 23.015 -367.655 7.155 
11.18 41.311 0.372 0.043 24.456 21.826 -225.461 4.488 
11.166 41.314 0.362 0.045 24.157 20.841 29.657 1.252 
11.166 41.314 0.362 0.046 25.294 22.264 -211.473 6.53 
11.112 41.315 0.321 0.046 24.128 21.727 -675.903 2.626 
11.1 41.315 0.312 0.047 24.744 21.147 -336.584 1.886 
11.177 41.315 0.37 0.047 24.596 21.022 -213.363 1.324 
11.143 41.317 0.344 0.048 24.587 22.206 -172.633 3.391 
11.192 41.316 0.382 0.048 24.827 21.818 -198.168 2.674 
11.115 41.317 0.324 0.049 25.73 21.668 -313.347 2.348 
11.146 41.317 0.347 0.049 24.35 21.517 -230.028 1.784 
11.124 41.317 0.33 0.049 23.578 20.637 -360.394 1.169 
11.13 41.318 0.335 0.049 24.083 21.488 -154.929 3.279 
11.195 41.319 0.384 0.051 24.263 21.008 -142.218 1.717 
11.186 41.319 0.377 0.051 24.177 21.186 -315.09 2.046 
11.116 41.319 0.324 0.051 24.582 21.251 -259.47 2.203 
11.129 41.321 0.334 0.052 24.613 21.514 -201.711 2.729 
11.149 41.322 0.349 0.054 24.436 21.522 -308.867 2.438 
11.168 41.325 0.364 0.057 24.688 21.054 -200.248 2.035 
11.165 41.326 0.361 0.058 24.237 21.373 -139.44 2.123 
11.128 41.326 0.333 0.058 24.514 21.256 -193.026 1.683 
11.187 41.327 0.378 0.059 24.766 21.876 -221.953 2.429 
11.101 41.329 0.313 0.061 24.659 21.247 -242.284 2.445 
11.194 41.329 0.383 0.061 24.671 21.59 -245.859 2.26 
11.21 41.33 0.395 0.062 24.518 21.695 -335.88 2.906 
11.173 41.333 0.367 0.065 23.822 20.772 -258.625 1.447 
11.192 41.333 0.381 0.065 24.169 22.048 -58.909 3.524 
11.158 41.334 0.356 0.065 25.5 21.522 -151.128 2.56 
11.149 41.338 0.349 0.07 24.514 21.317 -200.128 1.856 
11.214 41.338 0.398 0.07 23.899 21.334 -435.517 2.67 
11.171 41.341 0.366 0.073 24.624 21.394 -175.835 1.775 
11.22 41.343 0.402 0.075 25.088 21.268 -205.194 2.794 
11.102 41.344 0.313 0.076 24.374 21.132 -168.73 2.08 
11.199 41.346 0.386 0.078 24.996 22.363 -286.436 2.94 
11.116 41.353 0.324 0.085 25.573 21.758 -225.655 2.488 
11.166 41.355 0.362 0.086 24.468 21.211 -302.672 2.5 
11.141 41.355 0.343 0.087 24.299 21.595 -189.692 2.448 
11.153 41.357 0.352 0.089 24.469 21.561 -216.688 2.774 
11.139 41.358 0.341 0.089 24.07 21.702 -207.222 3.12 
11.123 41.358 0.329 0.09 24.369 21.169 -203.94 1.961 
11.124 41.359 0.33 0.09 24.779 21.156 -155.37 1.913 
11.19 41.359 0.38 0.091 24.918 22.08 -151.076 2.487 
11.222 41.364 0.404 0.095 24.388 20.73 -196.988 1.172 
11.189 41.366 0.379 0.098 24.907 21.232 -226.502 1.604 
11.2 41.366 0.387 0.098 23.893 21.28 -222.799 1.513 
11.124 41.368 0.33 0.099 24.297 21.774 -200.311 3.109 
11.21 41.371 0.395 0.103 24.57 21.991 -223.723 5.911 
11.132 41.373 0.336 0.105 24.603 21.05 -251.842 1.707 
11.232 41.375 0.411 0.107 24.941 21.03 -257.506 1.89 
11.19 41.376 0.38 0.107 24.438 21.561 -253.876 1.888 
11.183 41.377 0.374 0.109 24.656 20.992 -268.459 1.392 
11.151 41.378 0.35 0.109 26.151 21.627 -215.238 2.085 
11.148 41.378 0.348 0.11 24.929 21.656 -229.606 1.604 
11.235 41.378 0.414 0.11 23.858 21.359 -585.141 2.357 
11.208 41.379 0.393 0.111 25.801 21.244 -168.935 -299800.0 
11.163 41.38 0.359 0.111 24.798 21.167 37.102 2.088 
11.232 41.382 0.411 0.113 25.425 21.048 -240.136 2.06 
11.148 41.382 0.348 0.114 24.112 21.518 -145.029 2.056 
11.216 41.383 0.399 0.115 25.395 22.753 -280.133 3.941 
11.233 41.384 0.412 0.116 25.024 21.648 -287.811 1.687 
11.208 41.384 0.393 0.116 24.058 21.107 -229.94 1.341 
11.238 41.385 0.416 0.117 25.343 21.242 -53.665 2.935 
11.24 41.385 0.417 0.117 24.812 21.165 -251.443 3.282 
11.24 41.386 0.417 0.118 24.505 22.548 -305.481 8.54 
11.215 41.386 0.398 0.118 23.375 21.162 -289.836 3.716 
11.192 41.388 0.381 0.12 24.778 21.366 -149.086 1.617 
11.183 41.389 0.374 0.12 24.618 21.3 -254.162 1.139 
11.157 41.394 0.355 0.125 25.48 21.367 -223.06 1.832 
11.246 41.396 0.421 0.128 24.652 21.091 -307.031 1.629 
11.199 41.398 0.386 0.13 24.669 21.573 -321.665 2.343 
11.21 41.398 0.394 0.13 23.912 20.849 -505.127 1.155 
11.176 41.4 0.369 0.131 25.168 22.066 -143.193 4.093 
11.225 41.401 0.406 0.133 24.832 21.016 -297.943 1.637 
11.216 41.402 0.399 0.134 24.672 20.808 -190.193 1.252 
11.226 41.403 0.406 0.135 23.808 20.734 -504.727 1.284 
11.221 41.404 0.403 0.136 24.783 21.309 -252.912 1.795 
11.222 41.404 0.403 0.136 25.391 21.049 -208.667 2.597 
11.241 41.405 0.418 0.137 24.44 20.783 -86.022 2.623 
11.199 41.406 0.386 0.138 24.244 21.198 -30.838 1.866 
11.181 41.407 0.373 0.139 25.559 21.287 -48.803 1.466 
11.256 41.408 0.429 0.14 25.094 21.126 -197.79 3.105 
11.247 41.41 0.422 0.142 23.893 21.012 -165.627 2.163 
11.269 41.413 0.439 0.145 24.11 21.072 -156.612 1.722 
11.248 41.414 0.423 0.146 25.348 21.152 -322.484 3.208 
11.173 41.417 0.366 0.149 24.121 21.5 -141.744 1.565 
11.202 41.418 0.389 0.15 24.617 21.134 -185.066 1.628 
11.264 41.42 0.435 0.152 23.397 21.349 -229.985 2.699 
11.277 41.42 0.445 0.152 26.374 21.781 -134.432 3.494 
11.283 41.422 0.449 0.154 24.206 21.061 -231.175 1.263 
11.246 41.423 0.421 0.155 23.009 20.839 -347.912 1.783 
11.246 41.423 0.421 0.155 25.529 21.64 -115.859 6.427 
11.298 41.427 0.461 0.16 24.33 20.903 -371.354 1.175 
11.193 41.429 0.382 0.161 23.294 21.129 -74.652 4.167 
11.205 41.429 0.391 0.161 24.423 22.543 -101.327 4.383 
11.226 41.43 0.406 0.162 23.331 21.255 -365.841 3.634 
11.214 41.43 0.397 0.162 23.726 21.422 -207.397 1.637 
11.286 41.431 0.452 0.163 24.472 21.293 -248.166 2.242 
11.248 41.431 0.423 0.163 24.698 22.222 -202.559 4.366 
11.23 41.434 0.409 0.166 24.746 21.107 -148.885 1.483 
11.254 41.436 0.428 0.168 24.423 20.834 -208.918 1.064 
11.302 41.436 0.464 0.168 24.459 20.946 -173.143 1.256 
11.318 41.436 0.475 0.169 23.636 21.123 -121.763 2.808 
11.236 41.437 0.414 0.169 24.082 21.165 -93.594 1.801 
11.292 41.438 0.456 0.17 24.518 21.583 -263.852 10.617 
11.243 41.438 0.419 0.17 24.234 21.475 -268.087 2.641 
11.205 41.438 0.391 0.17 23.194 20.927 -201.823 1.365 
11.208 41.439 0.393 0.171 25.453 21.039 -169.639 3.674 
11.219 41.44 0.401 0.172 25.317 21.722 -278.156 2.545 
11.21 41.441 0.394 0.172 25.837 21.324 -162.401 2.377 
11.272 41.44 0.441 0.173 25.435 21.154 -85.968 1.104 
11.315 41.442 0.474 0.174 23.784 21.19 -162.648 1.961 
11.24 41.443 0.417 0.175 23.845 20.925 -247.52 1.464 
11.248 41.444 0.423 0.176 26.166 21.678 -223.375 1.956 
11.328 41.444 0.483 0.177 24.361 21.419 -188.536 4.444 
11.267 41.447 0.437 0.179 24.185 21.271 -225.887 1.543 
11.304 41.447 0.465 0.179 24.365 21.331 -184.041 1.846 
11.248 41.448 0.423 0.18 24.328 21.037 -220.962 1.12 
11.243 41.448 0.419 0.18 24.588 21.714 -200.628 1.464 
11.308 41.449 0.468 0.181 24.398 21.194 -267.936 1.563 
11.282 41.45 0.449 0.183 25.578 21.166 -116.752 1.386 
11.246 41.452 0.421 0.184 24.299 21.096 -166.853 1.475 
11.272 41.452 0.441 0.184 24.757 20.996 -186.75 2.705 
11.252 41.453 0.426 0.185 25.101 21.11 -147.266 1.704 
11.282 41.453 0.449 0.185 24.555 21.125 -51.045 2.027 
11.273 41.454 0.441 0.187 24.709 21.423 -187.679 2.133 
11.224 41.455 0.405 0.187 25.299 21.45 -222.756 3.104 
11.34 41.455 0.492 0.187 24.634 21.288 -214.583 1.714 
11.236 41.456 0.414 0.188 23.539 21.104 -166.105 1.443 
11.277 41.458 0.444 0.19 23.926 21.023 -285.155 1.62 
11.253 41.458 0.427 0.19 24.169 21.289 -234.664 2.106 
11.329 41.459 0.484 0.191 24.184 20.854 -282.276 1.192 
11.223 41.461 0.404 0.193 23.851 21.434 -78.03 3.73 
11.306 41.465 0.466 0.197 24.687 21.234 -247.885 1.84 
11.354 41.465 0.502 0.198 24.49 21.942 -340.949 2.991 
11.28 41.468 0.447 0.2 24.646 21.039 -175.469 1.951 
11.332 41.469 0.486 0.202 24.727 21.75 -183.277 3.381 
11.316 41.472 0.474 0.204 23.484 20.933 -111.214 3.057 
11.34 41.472 0.492 0.204 24.49 21.201 -254.215 2.641 
11.294 41.473 0.458 0.205 24.219 21.118 -211.327 1.495 
11.295 41.473 0.458 0.205 24.717 22.36 -187.417 10.662 
11.358 41.474 0.506 0.206 26.147 21.359 -160.84 4.414 
